VariableCode,VariableName,SampleRegimen,Unit,Observations,FirstRecordUTC,LastRecordUTC,MeanObsPerDay,PercentFlagged,PercentImputed
discharge,Discharge,installed-sensor,L/s,7522,1987-01-01T00:00:00Z,2020-01-01T00:00:00Z,0.6,0.55,4.39
NH4_N,Ammonium-N,grab-nonsensor,mg/L,5464,1982-06-14T00:00:00Z,2018-12-28T00:00:00Z,0.4,0,97.79
NO3_N,Nitrate-N,grab-nonsensor,mg/L,10988,1982-06-14T00:00:00Z,2018-12-28T00:00:00Z,0.8,0,97.87
SRP,Soluble Reactive Phosphorus,grab-nonsensor,mg/L,4073,1986-03-20T00:00:00Z,2018-12-28T00:00:00Z,0.3,0,97.81
TPP,Total Particulate Phosphorus,grab-nonsensor,mg/L,3151,1989-01-28T00:00:00Z,2018-12-28T00:00:00Z,0.3,0,92.99
NH4_N,Ammonium-N,grab-nonsensor,mg/L,5464,1982-06-14T00:00:00Z,2018-12-28T00:00:00Z,0.4,0,97.79
NO3_N,Nitrate-N,grab-nonsensor,mg/L,10988,1982-06-14T00:00:00Z,2018-12-28T00:00:00Z,0.8,0,97.87
SRP,Soluble Reactive Phosphorus,grab-nonsensor,mg/L,4073,1986-03-20T00:00:00Z,2018-12-28T00:00:00Z,0.3,0,97.81
TPP,Total Particulate Phosphorus,grab-nonsensor,mg/L,3151,1989-01-28T00:00:00Z,2018-12-28T00:00:00Z,0.3,0,92.99
precipitation,Basin Precip,grab-nonsensor,mm,12778,1982-06-14T00:00:00Z,2019-12-28T00:00:00Z,0.9,0,83.41
DOC,Dissolved Organic Carbon,grab-nonsensor,mg/L,739,1995-03-15T00:00:00Z,2018-12-28T00:00:00Z,0.1,0,75.37
NH4_N,Ammonium-N,grab-nonsensor,mg/L,279,1989-09-06T00:00:00Z,2000-07-05T00:00:00Z,0.1,0,68.46
NO3_N,Nitrate-N,grab-nonsensor,mg/L,933,1985-09-24T00:00:00Z,2018-12-28T00:00:00Z,0.1,0,76.21
spCond,Specific Conductivity,grab-nonsensor,uS/cm,77,1993-03-05T00:00:00Z,1993-05-20T00:00:00Z,1,0,79.22
SRP,Soluble Reactive Phosphorus,grab-nonsensor,mg/L,592,1989-09-06T00:00:00Z,2018-12-28T00:00:00Z,0.1,0,75
TN,Total Nitrogen,grab-nonsensor,mg/L,533,1985-09-24T00:00:00Z,2000-07-05T00:00:00Z,0.1,0,75.8
TP,Total Phosphorus,grab-nonsensor,mg/L,852,1989-09-06T00:00:00Z,2018-12-28T00:00:00Z,0.1,0,77.58
DOC,Dissolved Organic Carbon,grab-nonsensor,mg/L,574,1995-03-15T00:00:00Z,2018-12-28T00:00:00Z,0.1,1.74,77.35
NH4_N,Ammonium-N,grab-nonsensor,mg/L,162,1989-09-06T00:00:00Z,1997-04-17T00:00:00Z,0.1,0,70.99
NO3_N,Nitrate-N,grab-nonsensor,mg/L,703,1987-03-20T00:00:00Z,2018-12-28T00:00:00Z,0.1,1.42,77.38
SRP,Soluble Reactive Phosphorus,grab-nonsensor,mg/L,477,1989-09-06T00:00:00Z,2018-12-28T00:00:00Z,0,2.1,77.99
TN,Total Nitrogen,grab-nonsensor,mg/L,355,1987-03-20T00:00:00Z,1997-04-17T00:00:00Z,0.1,0,77.46
TP,Total Phosphorus,grab-nonsensor,mg/L,684,1989-09-06T00:00:00Z,2018-12-28T00:00:00Z,0.1,1.46,78.51
